freq,crops,pesticid,unit,geo,TIME_PERIOD,OBS_VALUE
Annual,Common spring wheat and spelt,"Herbicides, haulm destructors and moss killers",Kilogram,Lithuania,2014,99716.0
Annual,Common spring wheat and spelt,"Herbicides, haulm destructors and moss killers",Kilogram,Lithuania,2018,65697.0
Annual,Common spring wheat and spelt,"Herbicides, haulm destructors and moss killers",Kilogram,Latvia,2012,45212.0
Annual,Common spring wheat and spelt,"Herbicides, haulm destructors and moss killers",Kilogram,Latvia,2017,44033.0
Annual,Common spring wheat and spelt,"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2012,22902.0
Annual,Common spring wheat and spelt,"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2016,8789.0
Annual,Common spring wheat and spelt,"Herbicides, haulm destructors and moss killers",Kilogram,Netherlands,2020,14671.0
Annual,Common spring wheat and spelt,"Herbicides, haulm destructors and moss killers",Kilogram,Norway,2017,11091.0
Annual,Common spring wheat and spelt,"Herbicides, haulm destructors and moss killers",Kilogram,Poland,2014,65724.0
Annual,Common spring wheat and spelt,"Herbicides, haulm destructors and moss killers",Kilogram,Poland,2019,103061.0
Annual,Common spring wheat and spelt,"Herbicides, haulm destructors and moss killers",Kilogram,Sweden,2017,12077.0
Annual,Common spring wheat and spelt,"Herbicides, haulm destructors and moss killers",Kilogram,Slovakia,2014,1976.0
Annual,Common spring wheat and spelt,"Herbicides, haulm destructors and moss killers",Kilogram,Slovakia,2018,678.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Estonia,2014,1832.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Estonia,2015,1934.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Estonia,2020,180.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Finland,2013,373.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Finland,2018,382.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Ireland,2012,1474.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Ireland,2016,1569.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Lithuania,2014,2143.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Lithuania,2018,2163.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Latvia,2012,4238.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Latvia,2017,521.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Netherlands,2012,33.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Netherlands,2016,37.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Netherlands,2020,50.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Poland,2014,417.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Poland,2019,1030.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Sweden,2017,229.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Slovakia,2014,153.0
Annual,Common spring wheat and spelt,Insecticides and acaricides,Kilogram,Slovakia,2018,60.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Estonia,2014,1547.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Estonia,2015,4999.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Estonia,2020,12079.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Finland,2013,9815.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Finland,2018,3087.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Ireland,2012,10391.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Ireland,2016,13599.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Lithuania,2014,123682.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Lithuania,2018,70275.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Latvia,2012,19502.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Latvia,2017,42277.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Netherlands,2012,1144.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Netherlands,2016,3257.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Netherlands,2020,3402.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Norway,2017,7152.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Poland,2014,14471.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Poland,2019,15183.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Slovakia,2014,394.0
Annual,Common spring wheat and spelt,Plant growth regulators,Kilogram,Slovakia,2018,161.0
Annual,Common spring wheat and spelt,Other plant protection products,Kilogram,Ireland,2016,660.0
Annual,Common spring wheat and spelt,Other plant protection products,Kilogram,Lithuania,2018,0.0
Annual,Common spring wheat and spelt,Other plant protection products,Kilogram,Poland,2014,284.0
Annual,Common spring wheat and spelt,Other plant protection products,Kilogram,Slovakia,2014,79.0
Annual,Durum wheat,Fungicides and bactericides,Kilogram,Austria,2017,3633.0
Annual,Durum wheat,Fungicides and bactericides,Kilogram,Greece,2019,11136.0
Annual,Durum wheat,Fungicides and bactericides,Kilogram,Spain,2019,62693.9
Annual,Durum wheat,Fungicides and bactericides,Kilogram,France,2011,153942.0
Annual,Durum wheat,Fungicides and bactericides,Kilogram,France,2017,208329.0
Annual,Durum wheat,Fungicides and bactericides,Kilogram,Italy,2016,154290.0
Annual,Durum wheat,Fungicides and bactericides,Kilogram,Italy,2017,160513.0
Annual,Durum wheat,Fungicides and bactericides,Kilogram,Portugal,2013,27.0
Annual,Durum wheat,Fungicides and bactericides,Kilogram,Portugal,2017,32.0
Annual,Durum wheat,Fungicides and bactericides,Kilogram,Slovakia,2014,4083.0
Annual,Durum wheat,"Herbicides, haulm destructors and moss killers",Kilogram,Austria,2017,4341.0
Annual,Durum wheat,"Herbicides, haulm destructors and moss killers",Kilogram,Cyprus,2014,3183.0
Annual,Durum wheat,"Herbicides, haulm destructors and moss killers",Kilogram,Cyprus,2018,5150.0
Annual,Durum wheat,"Herbicides, haulm destructors and moss killers",Kilogram,Greece,2019,43758.0
Annual,Durum wheat,"Herbicides, haulm destructors and moss killers",Kilogram,Spain,2019,432654.8
Annual,Durum wheat,"Herbicides, haulm destructors and moss killers",Kilogram,France,2011,214057.0
Annual,Durum wheat,"Herbicides, haulm destructors and moss killers",Kilogram,France,2017,394719.0
Annual,Durum wheat,"Herbicides, haulm destructors and moss killers",Kilogram,Italy,2016,188578.0
Annual,Durum wheat,"Herbicides, haulm destructors and moss killers",Kilogram,Italy,2017,290396.0
Annual,Durum wheat,"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2013,384.0
Annual,Durum wheat,"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2017,463.0
Annual,Durum wheat,"Herbicides, haulm destructors and moss killers",Kilogram,Slovakia,2014,2305.0
Annual,Durum wheat,"Herbicides, haulm destructors and moss killers",Kilogram,Slovakia,2018,25300.0
Annual,Durum wheat,Insecticides and acaricides,Kilogram,Austria,2017,293.0
Annual,Durum wheat,Insecticides and acaricides,Kilogram,Cyprus,2014,289.0
Annual,Durum wheat,Insecticides and acaricides,Kilogram,Cyprus,2018,725.0
Annual,Durum wheat,Insecticides and acaricides,Kilogram,Greece,2019,11388.0
Annual,Durum wheat,Insecticides and acaricides,Kilogram,Spain,2019,4103.5
Annual,Durum wheat,Insecticides and acaricides,Kilogram,France,2011,21630.0
Annual,Durum wheat,Insecticides and acaricides,Kilogram,France,2017,1015.0
Annual,Durum wheat,Insecticides and acaricides,Kilogram,Italy,2016,9592.0
Annual,Durum wheat,Insecticides and acaricides,Kilogram,Italy,2017,8476.0
Annual,Durum wheat,Insecticides and acaricides,Kilogram,Portugal,2013,0.0
Annual,Durum wheat,Insecticides and acaricides,Kilogram,Portugal,2017,0.0
Annual,Durum wheat,Insecticides and acaricides,Kilogram,Slovakia,2014,300.0
Annual,Durum wheat,Molluscicides,Kilogram,France,2011,2951.0
Annual,Durum wheat,Molluscicides,Kilogram,France,2017,9517.0
Annual,Durum wheat,Molluscicides,Kilogram,Italy,2016,694.0
Annual,Durum wheat,Molluscicides,Kilogram,Italy,2017,187.0
Annual,Durum wheat,Plant growth regulators,Kilogram,Austria,2017,302.0
Annual,Durum wheat,Plant growth regulators,Kilogram,Spain,2019,404.7
Annual,Durum wheat,Plant growth regulators,Kilogram,France,2011,97084.0
Annual,Durum wheat,Plant growth regulators,Kilogram,France,2017,72110.0
Annual,Durum wheat,Plant growth regulators,Kilogram,Italy,2016,10426.0
Annual,Durum wheat,Plant growth regulators,Kilogram,Italy,2017,344.0
Annual,Durum wheat,Plant growth regulators,Kilogram,Slovakia,2014,2461.0
Annual,Durum wheat,Plant growth regulators,Kilogram,Slovakia,2018,17245.0
Annual,Durum wheat,Other plant protection products,Kilogram,Spain,2019,13505.9
Annual,Durum wheat,Other plant protection products,Kilogram,France,2011,66752.0
Annual,Durum wheat,Other plant protection products,Kilogram,France,2017,0.0
Annual,Durum wheat,Other plant protection products,Kilogram,Italy,2016,11835.0
Annual,Durum wheat,Other plant protection products,Kilogram,Italy,2017,23651.0
Annual,Durum wheat,Other plant protection products,Kilogram,Slovakia,2014,29.0
Annual,Rye and winter cereal mixtures (maslin),Fungicides and bactericides,Kilogram,Romania,2013,2137.0
Annual,Rye and winter cereal mixtures (maslin),"Herbicides, haulm destructors and moss killers",Kilogram,Romania,2013,752.0
Annual,Rye and winter cereal mixtures (maslin),Insecticides and acaricides,Kilogram,Romania,2013,267.0
Annual,Rye and winter cereal mixtures (maslin),Other plant protection products,Kilogram,Romania,2013,54.0
Annual,Rye,Fungicides and bactericides,Kilogram,Austria,2017,5692.0
Annual,Rye,Fungicides and bactericides,Kilogram,Estonia,2014,1057.0
Annual,Rye,Fungicides and bactericides,Kilogram,Estonia,2015,666.0
Annual,Rye,Fungicides and bactericides,Kilogram,Estonia,2020,2817.0
Annual,Rye,Fungicides and bactericides,Kilogram,Finland,2013,758.0
Annual,Rye,Fungicides and bactericides,Kilogram,Finland,2018,525.0
Annual,Rye,Fungicides and bactericides,Kilogram,Lithuania,2014,788.0
Annual,Rye,Fungicides and bactericides,Kilogram,Lithuania,2018,361.0
Annual,Rye,Fungicides and bactericides,Kilogram,Luxembourg,2012,254.0
Annual,Rye,Fungicides and bactericides,Kilogram,Luxembourg,2013,444.0
Annual,Rye,Fungicides and bactericides,Kilogram,Luxembourg,2018,210.0
Annual,Rye,Fungicides and bactericides,Kilogram,Latvia,2012,2248.0
Annual,Rye,Fungicides and bactericides,Kilogram,Latvia,2014,29.0
Annual,Rye,Fungicides and bactericides,Kilogram,Latvia,2017,2776.0
Annual,Rye,Fungicides and bactericides,Kilogram,Poland,2012,34380.0
Annual,Rye,Fungicides and bactericides,Kilogram,Poland,2017,44623.0
Annual,Rye,Fungicides and bactericides,Kilogram,Romania,2013,2137.0
Annual,Rye,Fungicides and bactericides,Kilogram,Romania,2018,496.0
Annual,Rye,Fungicides and bactericides,Kilogram,Sweden,2017,1964.0
Annual,Rye,Fungicides and bactericides,Kilogram,Slovakia,2014,2210.0
Annual,Rye,Fungicides and bactericides,Kilogram,Slovakia,2018,2815.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Austria,2017,11912.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Estonia,2014,5804.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Estonia,2015,4012.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Estonia,2020,8498.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Finland,2013,5270.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Finland,2018,6664.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Lithuania,2014,4465.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Lithuania,2018,3945.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Luxembourg,2012,811.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Luxembourg,2013,723.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Luxembourg,2018,145.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Latvia,2012,10080.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Latvia,2017,10962.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Poland,2012,186218.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Poland,2017,92445.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2013,174.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Portugal,2017,216.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Romania,2013,752.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Romania,2018,5985.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Sweden,2017,11691.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Slovakia,2014,2383.0
Annual,Rye,"Herbicides, haulm destructors and moss killers",Kilogram,Slovakia,2018,5838.0
Annual,Rye,Insecticides and acaricides,Kilogram,Austria,2017,61.0
Annual,Rye,Insecticides and acaricides,Kilogram,Estonia,2014,494.0
Annual,Rye,Insecticides and acaricides,Kilogram,Estonia,2015,361.0
Annual,Rye,Insecticides and acaricides,Kilogram,Estonia,2020,30.0
Annual,Rye,Insecticides and acaricides,Kilogram,Finland,2018,6.0
Annual,Rye,Insecticides and acaricides,Kilogram,Lithuania,2014,68.0
Annual,Rye,Insecticides and acaricides,Kilogram,Lithuania,2018,18.0
Annual,Rye,Insecticides and acaricides,Kilogram,Luxembourg,2012,580.0
Annual,Rye,Insecticides and acaricides,Kilogram,Luxembourg,2013,1158.0
Annual,Rye,Insecticides and acaricides,Kilogram,Latvia,2012,2186.0
Annual,Rye,Insecticides and acaricides,Kilogram,Latvia,2017,311.0
Annual,Rye,Insecticides and acaricides,Kilogram,Poland,2012,186.0
Annual,Rye,Insecticides and acaricides,Kilogram,Poland,2017,305.0
Annual,Rye,Insecticides and acaricides,Kilogram,Romania,2013,267.0
Annual,Rye,Insecticides and acaricides,Kilogram,Romania,2018,206.0
Annual,Rye,Insecticides and acaricides,Kilogram,Slovakia,2014,191.0
Annual,Rye,Insecticides and acaricides,Kilogram,Slovakia,2018,185.0
Annual,Rye,Molluscicides,Kilogram,Finland,2018,18.0
Annual,Rye,Molluscicides,Kilogram,Romania,2018,23.0
Annual,Rye,Plant growth regulators,Kilogram,Austria,2017,3146.0
Annual,Rye,Plant growth regulators,Kilogram,Estonia,2014,2943.0
Annual,Rye,Plant growth regulators,Kilogram,Estonia,2015,2102.0
Annual,Rye,Plant growth regulators,Kilogram,Estonia,2020,6180.0
Annual,Rye,Plant growth regulators,Kilogram,Finland,2013,2526.0
Annual,Rye,Plant growth regulators,Kilogram,Finland,2018,2422.0
Annual,Rye,Plant growth regulators,Kilogram,Lithuania,2014,2959.0
Annual,Rye,Plant growth regulators,Kilogram,Lithuania,2018,1176.0
Annual,Rye,Plant growth regulators,Kilogram,Luxembourg,2012,734.0
Annual,Rye,Plant growth regulators,Kilogram,Luxembourg,2013,1396.0
Annual,Rye,Plant growth regulators,Kilogram,Luxembourg,2018,65.0
Annual,Rye,Plant growth regulators,Kilogram,Latvia,2012,6523.0
Annual,Rye,Plant growth regulators,Kilogram,Latvia,2017,14884.0
